2023-03-13 19:02:00,2,nan,nan,3.41,0,,
2023-03-17 22:19:00,1343,-2.362,0,3.76,0,,
2023-03-17 22:20:00,1344,-2.364,0,3.76,0,,
2023-03-17 22:21:00,1345,-2.361,0,3.76,0,,
2023-03-17 22:22:00,1346,-2.365,0,3.76,0,,
2023-03-17 22:23:00,1347,-2.361,0,3.76,0,,
2023-03-17 22:24:00,1348,-2.364,0,3.76,0,,
2023-03-17 22:25:00,1349,-2.361,0,3.76,0,,
2023-03-17 22:26:00,1350,-2.365,0,3.76,0,,
2023-03-17 22:27:00,1351,-2.362,0,3.76,0,,
2023-03-17 22:28:00,1352,-2.365,0,3.76,0,,
2023-03-17 22:29:00,1353,-2.362,0,3.76,0,,
2023-03-17 22:30:00,1354,-2.364,0,3.76,0,,
2023-03-17 22:31:00,1355,-2.361,0,3.76,0,,
2023-03-17 22:32:00,1356,-2.365,0,3.76,0,,
2023-03-17 22:33:00,1357,-2.362,0,3.76,0,,
2023-03-17 22:34:00,1358,-2.365,0,3.76,0,,
2023-03-17 22:35:00,1359,-2.362,0,3.76,0,,
2023-03-17 22:36:00,1360,-2.364,0,3.76,0,,
2023-03-17 22:37:00,1361,-2.362,0,3.76,0,,
2023-03-17 22:38:00,1362,-2.364,0,3.76,0,,
2023-03-17 22:39:00,1363,-2.361,0,3.76,0,,
2023-03-17 22:40:00,1364,-2.365,0,3.76,0,,
2023-03-17 22:41:00,1365,-2.361,0,3.76,0,,
2023-03-17 22:42:00,1366,-2.364,0,3.76,0,,
2023-03-17 22:43:00,1367,-2.362,0,3.76,0,,
2023-03-17 22:44:00,1368,-2.365,0,3.76,0,,
2023-03-17 22:45:00,1369,-2.362,0,3.76,0,,
2023-03-17 22:46:00,1370,-2.365,0,3.76,0,,
2023-03-17 22:47:00,1371,-2.362,0,3.76,0,,
2023-03-17 22:48:00,1372,-2.364,0,3.76,0,,
2023-03-17 22:49:00,1373,-2.362,0,3.76,0,,
2023-03-17 22:50:00,1374,-2.364,0,3.76,0,,
2023-03-17 22:51:00,1375,-2.362,0,3.76,0,,
2023-03-17 22:52:00,1376,-2.366,0,3.76,0,,
2023-03-17 22:53:00,1377,-2.362,0,3.76,0,,
2023-03-17 22:54:00,1378,-2.365,0,3.76,0,,
2023-03-17 22:55:00,1379,-2.361,0,3.76,0,,
2023-03-17 22:56:00,1380,-2.364,0,3.76,0,,
2023-03-17 22:57:00,1381,-2.361,0,3.76,0,,
2023-03-17 22:58:00,1382,-2.364,0,3.76,0,,
2023-03-17 22:59:00,1383,-2.362,0,3.76,0,,
2023-03-17 23:00:00,1384,-2.364,0,3.76,0,,
2023-03-17 23:01:00,1385,-2.361,0,3.76,0,,
2023-03-17 23:02:00,1386,-2.363,0,3.76,0,,
2023-03-17 23:03:00,1387,-2.361,0,3.76,0,,
2023-03-17 23:04:00,1388,-2.364,0,3.76,0,,
2023-03-17 23:05:00,1389,-2.362,0,3.76,0,,
2023-03-17 23:06:00,1390,-2.364,0,3.76,0,,
2023-03-17 23:07:00,1391,-2.361,0,3.76,0,,
2023-03-17 23:08:00,1392,-2.365,0,3.76,0,,
2023-03-17 23:09:00,1393,-2.362,0,3.76,0,,
2023-03-17 23:10:00,1394,-2.365,0,3.76,0,,
2023-03-17 23:11:00,1395,-2.362,0,3.76,0,,
2023-03-17 23:12:00,1396,-2.366,0,3.76,0,,
2023-03-17 23:13:00,1397,-2.363,0,3.76,0,,
2023-03-17 23:14:00,1398,-2.365,0,3.76,0,,
2023-03-17 23:15:00,1399,-2.363,0,3.76,0,,
2023-03-17 23:16:00,1400,-2.366,0,3.76,0,,
2023-03-17 23:17:00,1401,-2.362,0,3.76,0,,
2023-03-17 23:18:00,1402,-2.366,0,3.76,0,,
2023-03-17 23:19:00,1403,-2.363,0,3.76,0,,
2023-03-17 23:20:00,1404,-2.365,0,3.76,0,,
2023-03-17 23:21:00,1405,-2.362,0,3.76,0,,
2023-03-17 23:22:00,1406,-2.366,0,3.76,0,,
2023-03-17 23:23:00,1407,-2.362,0,3.76,0,,
2023-03-17 23:24:00,1408,-2.366,0,3.76,0,,
2023-03-17 23:25:00,1409,-2.363,0,3.76,0,,
2023-03-17 23:26:00,1410,-2.365,0,3.76,0,,
2023-03-17 23:27:00,1411,-2.362,0,3.76,0,,
2023-03-17 23:28:00,1412,-2.365,0,3.76,0,,
2023-03-17 23:29:00,1413,-2.363,0,3.76,0,,
2023-03-17 23:30:00,1414,-2.365,0,3.76,0,,
2023-03-17 23:31:00,1415,-2.363,0,3.76,0,,
2023-03-17 23:32:00,1416,-2.364,0,3.76,0,,
2023-03-17 23:33:00,1417,-2.362,0,3.76,0,,
2023-03-17 23:34:00,1418,-2.365,0,3.76,0,,
2023-03-17 23:35:00,1419,-2.362,0,3.76,0,,
2023-03-17 23:36:00,1420,-2.366,0,3.76,0,,
2023-03-17 23:37:00,1421,-2.363,0,3.76,0,,
2023-03-17 23:38:00,1422,-2.365,0,3.76,0,,
2023-03-17 23:39:00,1423,-2.362,0,3.76,0,,
2023-03-17 23:40:00,1424,-2.366,0,3.76,0,,
2023-03-17 23:41:00,1425,-2.362,0,3.76,0,,
2023-03-17 23:42:00,1426,-2.367,0,3.76,0,,
2023-03-17 23:43:00,1427,-2.362,0,3.76,0,,
2023-03-17 23:44:00,1428,-2.366,0,3.76,0,,
2023-03-17 23:45:00,1429,-2.362,0,3.76,0,,
2023-03-17 23:46:00,1430,-2.365,0,3.76,0,,
2023-03-17 23:47:00,1431,-2.361,0,3.76,0,,
2023-03-17 23:48:00,1432,-2.365,0,3.76,0,,
2023-03-17 23:49:00,1433,-2.362,0,3.76,0,,
2023-03-17 23:50:00,1434,-2.364,0,3.76,0,,
2023-03-17 23:51:00,1435,-2.363,0,3.76,0,,
2023-03-17 23:52:00,1436,-2.365,0,3.76,0,,
2023-03-17 23:53:00,1437,-2.362,0,3.76,0,,
2023-03-17 23:54:00,1438,-2.365,0,3.76,0,,
2023-03-17 23:55:00,1439,-2.363,0,3.76,0,,
2023-03-17 23:56:00,1440,-2.365,0,3.76,0,,
2023-03-17 23:57:00,1441,-2.363,0,3.76,0,,
2023-03-17 23:58:00,1442,-2.366,0,3.76,0,,
2023-03-17 23:59:00,1443,-2.362,0,3.76,0,,
2023-03-18 00:00:00,1444,-2.366,0,3.76,0,,
2023-03-18 00:01:00,1445,-2.363,0,3.76,0,,
2023-03-18 00:02:00,1446,-2.365,0,3.76,0,,
2023-03-18 00:03:00,1447,-2.362,0,3.76,0,,
2023-03-18 00:04:00,1448,-2.365,0,3.76,0,,
2023-03-18 00:05:00,1449,-2.362,0,3.76,0,,
2023-03-18 00:06:00,1450,-2.366,0,3.76,0,,
2023-03-18 00:07:00,1451,-2.361,0,3.76,0,,
2023-03-18 00:08:00,1452,-2.364,0,3.76,0,,
2023-03-18 00:09:00,1453,-2.362,0,3.76,0,,
2023-03-18 00:10:00,1454,-2.365,0,3.76,0,,
2023-03-18 00:11:00,1455,-2.362,0,3.76,0,,
2023-03-18 00:12:00,1456,-2.364,0,3.76,0,,
2023-03-18 00:13:00,1457,-2.363,0,3.76,0,,
2023-03-18 00:14:00,1458,-2.365,0,3.76,0,,
2023-03-18 00:15:00,1459,-2.362,0,3.76,0,,
2023-03-18 00:16:00,1460,-2.365,0,3.76,0,,
2023-03-18 00:17:00,1461,-2.363,0,3.76,0,,
2023-03-18 00:18:00,1462,-2.365,0,3.76,0,,
2023-03-18 00:19:00,1463,-2.362,0,3.76,0,,
2023-03-18 00:20:00,1464,-2.365,0,3.76,0,,
2023-03-18 00:21:00,1465,-2.362,0,3.76,0,,
2023-03-18 00:22:00,1466,-2.366,0,3.76,0,,
2023-03-18 00:23:00,1467,-2.362,0,3.76,0,,
2023-03-18 00:24:00,1468,-2.365,0,3.76,0,,
2023-03-18 00:25:00,1469,-2.362,0,3.76,0,,
2023-03-18 00:26:00,1470,-2.366,0,3.76,0,,
2023-03-18 00:27:00,1471,-2.362,0,3.76,0,,
2023-03-18 00:28:00,1472,-2.364,0,3.76,0,,
2023-03-18 00:29:00,1473,-2.362,0,3.76,0,,
2023-03-18 00:30:00,1474,-2.365,0,3.76,0,,
2023-03-18 00:31:00,1475,-2.362,0,3.76,0,,
2023-03-18 00:32:00,1476,-2.365,0,3.76,0,,
2023-03-18 00:33:00,1477,-2.362,0,3.76,0,,
2023-03-18 00:34:00,1478,-2.365,0,3.76,0,,
2023-03-18 00:35:00,1479,-2.363,0,3.76,0,,
2023-03-18 00:36:00,1480,-2.365,0,3.76,0,,
2023-03-18 00:37:00,1481,-2.362,0,3.76,0,,
2023-03-18 00:38:00,1482,-2.365,0,3.76,0,,
2023-03-18 00:39:00,1483,-2.362,0,3.76,0,,
2023-03-18 00:40:00,1484,-2.366,0,3.76,0,,
2023-03-18 00:41:00,1485,-2.362,0,3.76,0,,
2023-03-18 00:42:00,1486,-2.365,0,3.76,0,,
2023-03-18 00:43:00,1487,-2.362,0,3.76,0,,
2023-03-18 00:44:00,1488,-2.364,0,3.76,0,,
2023-03-18 00:45:00,1489,-2.362,0,3.76,0,,
2023-03-18 00:46:00,1490,-2.365,0,3.76,0,,
2023-03-18 00:47:00,1491,-2.362,0,3.76,0,,
2023-03-18 00:48:00,1492,-2.365,0,3.76,0,,
2023-03-18 00:49:00,1493,-2.362,0,3.76,0,,
2023-03-18 00:50:00,1494,-2.365,0,3.76,0,,
2023-03-18 00:51:00,1495,-2.362,0,3.76,0,,
2023-03-18 00:52:00,1496,-2.366,0,3.76,0,,
2023-03-18 00:53:00,1497,-2.363,0,3.76,0,,
2023-03-18 00:54:00,1498,-2.365,0,3.76,0,,
2023-03-18 00:55:00,1499,-2.362,0,3.76,0,,
2023-03-18 00:56:00,1500,-2.365,0,3.76,0,,
2023-03-18 00:57:00,1501,-2.362,0,3.76,0,,
2023-03-18 00:58:00,1502,-2.365,0,3.76,0,,
2023-03-18 00:59:00,1503,-2.362,0,3.76,0,,
2023-03-18 01:00:00,1504,-2.366,0,3.76,0,,
2023-03-18 01:01:00,1505,-2.362,0,3.76,0,,
2023-03-18 01:02:00,1506,-2.366,0,3.76,0,,
2023-03-18 01:03:00,1507,-2.362,0,3.76,0,,
2023-03-18 01:04:00,1508,-2.365,0,3.76,0,,
2023-03-18 01:05:00,1509,-2.362,0,3.76,0,,
2023-03-18 01:06:00,1510,-2.365,0,3.76,0,,
2023-03-18 01:07:00,1511,-2.362,0,3.76,0,,
2023-03-18 01:08:00,1512,-2.365,0,3.76,0,,
2023-03-18 01:09:00,1513,-2.362,0,3.76,0,,
2023-03-18 01:10:00,1514,-2.366,0,3.76,0,,
2023-03-18 01:11:00,1515,-2.362,0,3.76,0,,
2023-03-18 01:12:00,1516,-2.365,0,3.76,0,,
2023-03-18 01:13:00,1517,-2.363,0,3.76,0,,
2023-03-18 01:14:00,1518,-2.365,0,3.76,0,,
2023-03-18 01:15:00,1519,-2.362,0,3.76,0,,
2023-03-18 01:16:00,1520,-2.365,0,3.76,0,,
2023-03-18 01:17:00,1521,-2.362,0,3.76,0,,
2023-03-18 01:18:00,1522,-2.365,0,3.76,0,,
2023-03-18 01:19:00,1523,-2.362,0,3.76,0,,
2023-03-18 01:20:00,1524,-2.364,0,3.76,0,,
2023-03-18 01:21:00,1525,-2.363,0,3.76,0,,
2023-03-18 01:22:00,1526,-2.366,0,3.76,0,,
2023-03-18 01:23:00,1527,-2.362,0,3.76,0,,
2023-03-18 01:24:00,1528,-2.366,0,3.76,0,,
2023-03-18 01:25:00,1529,-2.363,0,3.76,0,,
2023-03-18 01:26:00,1530,-2.364,0,3.76,0,,
2023-03-18 01:27:00,1531,-2.363,0,3.76,0,,
2023-03-18 01:28:00,1532,-2.365,0,3.76,0,,
2023-03-18 01:29:00,1533,-2.362,0,3.76,0,,
2023-03-18 01:30:00,1534,-2.364,0,3.76,0,,
2023-03-18 01:31:00,1535,-2.362,0,3.76,0,,
2023-03-18 01:32:00,1536,-2.365,0,3.76,0,,
2023-03-18 01:33:00,1537,-2.361,0,3.76,0,,
2023-03-18 01:34:00,1538,-2.365,0,3.76,0,,
2023-03-18 01:35:00,1539,-2.363,0,3.76,0,,
2023-03-18 01:36:00,1540,-2.364,0,3.76,0,,
2023-03-18 01:37:00,1541,-2.362,0,3.76,0,,
2023-03-18 01:38:00,1542,-2.365,0,3.76,0,,
2023-03-18 01:39:00,1543,-2.363,0,3.76,0,,
2023-03-18 01:40:00,1544,-2.365,0,3.76,0,,
2023-03-18 01:41:00,1545,-2.362,0,3.76,0,,
2023-03-18 01:42:00,1546,-2.366,0,3.76,0,,
2023-03-18 01:43:00,1547,-2.363,0,3.76,0,,
2023-03-18 01:44:00,1548,-2.363,0,3.76,0,,
2023-03-18 01:45:00,1549,-2.362,0,3.76,0,,
2023-03-18 01:46:00,1550,-2.366,0,3.76,0,,
2023-03-18 01:47:00,1551,-2.363,0,3.76,0,,
2023-03-18 01:48:00,1552,-2.366,0,3.76,0,,
2023-03-18 01:49:00,1553,-2.362,0,3.76,0,,
2023-03-18 01:50:00,1554,-2.364,0,3.76,0,,
2023-03-18 01:51:00,1555,-2.362,0,3.76,0,,
2023-03-18 01:52:00,1556,-2.365,0,3.76,0,,
2023-03-18 01:53:00,1557,-2.362,0,3.76,0,,
2023-03-18 01:54:00,1558,-2.365,0,3.76,0,,
2023-03-18 01:55:00,1559,-2.362,0,3.76,0,,
2023-03-18 01:56:00,1560,-2.366,0,3.76,0,,
2023-03-18 01:57:00,1561,-2.363,0,3.76,0,,
2023-03-18 01:58:00,1562,-2.364,0,3.76,0,,
2023-03-18 01:59:00,1563,-2.363,0,3.76,0,,
2023-03-18 02:00:00,1564,-2.366,0,3.76,0,,
2023-03-18 02:01:00,1565,-2.362,0,3.76,0,,
2023-03-18 02:02:00,1566,-2.364,0,3.76,0,,
2023-03-18 02:03:00,1567,-2.362,0,3.76,0,,
2023-03-18 02:04:00,1568,-2.364,0,3.76,0,,
2023-03-18 02:05:00,1569,-2.362,0,3.76,0,,
2023-03-18 02:06:00,1570,-2.366,0,3.76,0,,
2023-03-18 02:07:00,1571,-2.362,0,3.76,0,,
2023-03-18 02:08:00,1572,-2.365,0,3.76,0,,
2023-03-18 02:09:00,1573,-2.362,0,3.76,0,,
2023-03-18 02:10:00,1574,-2.366,0,3.76,0,,
2023-03-18 02:11:00,1575,-2.363,0,3.76,0,,
2023-03-18 02:12:00,1576,-2.365,0,3.76,0,,
2023-03-18 02:13:00,1577,-2.362,0,3.76,0,,
2023-03-18 02:14:00,1578,-2.365,0,3.76,0,,
2023-03-18 02:15:00,1579,-2.363,0,3.76,0,,
2023-03-18 02:16:00,1580,-2.365,0,3.76,0,,
2023-03-18 02:17:00,1581,-2.362,0,3.76,0,,
2023-03-18 02:18:00,1582,-2.366,0,3.76,0,,
2023-03-18 02:19:00,1583,-2.361,0,3.76,0,,
2023-03-18 02:20:00,1584,-2.365,0,3.76,0,,
2023-03-18 02:21:00,1585,-2.362,0,3.76,0,,
2023-03-18 02:22:00,1586,-2.364,0,3.76,0,,
2023-03-18 02:23:00,1587,-2.363,0,3.76,0,,
2023-03-18 02:24:00,1588,-2.365,0,3.76,0,,
2023-03-18 02:25:00,1589,-2.362,0,3.76,0,,
2023-03-18 02:26:00,1590,-2.365,0,3.76,0,,
2023-03-18 02:27:00,1591,-2.363,0,3.76,0,,
2023-03-18 02:28:00,1592,-2.365,0,3.76,0,,
2023-03-18 02:29:00,1593,-2.363,0,3.76,0,,
2023-03-18 02:30:00,1594,-2.364,0,3.76,0,,
2023-03-18 02:31:00,1595,-2.362,0,3.76,0,,
2023-03-18 02:32:00,1596,-2.365,0,3.76,0,,
2023-03-18 02:33:00,1597,-2.362,0,3.76,0,,
2023-03-18 02:34:00,1598,-2.365,0,3.76,0,,
2023-03-18 02:35:00,1599,-2.362,0,3.76,0,,
2023-03-18 02:36:00,1600,-2.366,0,3.76,0,,
2023-03-18 02:37:00,1601,-2.362,0,3.76,0,,
2023-03-18 02:38:00,1602,-2.367,0,3.76,0,,
2023-03-18 02:39:00,1603,-2.363,0,3.76,0,,
2023-03-18 02:40:00,1604,-2.365,0,3.76,0,,
2023-03-18 02:41:00,1605,-2.363,0,3.76,0,,
2023-03-18 02:42:00,1606,-2.365,0,3.76,0,,
2023-03-18 02:43:00,1607,-2.362,0,3.76,0,,
2023-03-18 02:44:00,1608,-2.365,0,3.76,0,,
2023-03-18 02:45:00,1609,-2.362,0,3.76,0,,
2023-03-18 02:46:00,1610,-2.364,0,3.76,0,,
2023-03-18 02:47:00,1611,-2.363,0,3.76,0,,
2023-03-18 02:48:00,1612,-2.365,0,3.76,0,,
2023-03-18 02:49:00,1613,-2.363,0,3.76,0,,
2023-03-18 02:50:00,1614,-2.365,0,3.76,0,,
2023-03-18 02:51:00,1615,-2.363,0,3.76,0,,
2023-03-18 02:52:00,1616,-2.366,0,3.76,0,,
2023-03-18 02:53:00,1617,-2.362,0,3.76,0,,
2023-03-18 02:54:00,1618,-2.365,0,3.76,0,,
2023-03-18 02:55:00,1619,-2.362,0,3.76,0,,
2023-03-18 02:56:00,1620,-2.365,0,3.76,0,,
2023-03-18 02:57:00,1621,-2.363,0,3.76,0,,
2023-03-18 02:58:00,1622,-2.366,0,3.76,0,,
2023-03-18 02:59:00,1623,-2.363,0,3.76,0,,
2023-03-18 03:00:00,1624,-2.365,0,3.76,0,,
2023-03-18 03:01:00,1625,-2.362,0,3.76,0,,
2023-03-18 03:02:00,1626,-2.366,0,3.76,0,,
2023-03-18 03:03:00,1627,-2.362,0,3.76,0,,
2023-03-18 03:04:00,1628,-2.366,0,3.76,0,,
2023-03-18 03:05:00,1629,-2.363,0,3.76,0,,
2023-03-18 03:06:00,1630,-2.364,0,3.76,0,,
2023-03-18 03:07:00,1631,-2.362,0,3.76,0,,
2023-03-18 03:08:00,1632,-2.366,0,3.76,0,,
2023-03-18 03:09:00,1633,-2.362,0,3.76,0,,
2023-03-18 03:10:00,1634,-2.365,0,3.76,0,,
2023-03-18 03:11:00,1635,-2.362,0,3.76,0,,
2023-03-18 03:12:00,1636,-2.365,0,3.76,0,,
2023-03-18 03:13:00,1637,-2.362,0,3.76,0,,
2023-03-18 03:14:00,1638,-2.365,0,3.76,0,,
2023-03-18 03:15:00,1639,-2.363,0,3.76,0,,
2023-03-18 03:16:00,1640,-2.365,0,3.76,0,,
2023-03-18 03:17:00,1641,-2.363,0,3.76,0,,
2023-03-18 03:18:00,1642,-2.366,0,3.76,0,,
2023-03-18 03:19:00,1643,-2.363,0,3.76,0,,
2023-03-18 03:20:00,1644,-2.366,0,3.76,0,,
2023-03-18 03:21:00,1645,-2.362,0,3.76,0,,
2023-03-18 03:22:00,1646,-2.365,0,3.76,0,,
2023-03-18 03:23:00,1647,-2.363,0,3.76,0,,
2023-03-18 03:24:00,1648,-2.365,0,3.76,0,,
2023-03-18 03:25:00,1649,-2.362,0,3.76,0,,
2023-03-18 03:26:00,1650,-2.365,0,3.76,0,,
2023-03-18 03:27:00,1651,-2.363,0,3.76,0,,
2023-03-18 03:28:00,1652,-2.365,0,3.76,0,,
2023-03-18 03:29:00,1653,-2.362,0,3.76,0,,
2023-03-18 03:30:00,1654,-2.365,0,3.76,0,,
2023-03-18 03:31:00,1655,-2.362,0,3.76,0,,
2023-03-18 03:32:00,1656,-2.366,0,3.76,0,,
2023-03-18 03:33:00,1657,-2.363,0,3.76,0,,
2023-03-18 03:34:00,1658,-2.364,0,3.76,0,,
2023-03-18 03:35:00,1659,-2.363,0,3.76,0,,
2023-03-18 03:36:00,1660,-2.366,0,3.76,0,,
2023-03-18 03:37:00,1661,-2.362,0,3.76,0,,
2023-03-18 03:38:00,1662,-2.365,0,3.76,0,,
2023-03-18 03:39:00,1663,-2.363,0,3.76,0,,
2023-03-18 03:40:00,1664,-2.366,0,3.76,0,,
2023-03-18 03:41:00,1665,-2.362,0,3.76,0,,
2023-03-18 03:42:00,1666,-2.366,0,3.76,0,,
2023-03-18 03:43:00,1667,-2.363,0,3.76,0,,
2023-03-18 03:44:00,1668,-2.365,0,3.76,0,,
2023-03-18 03:45:00,1669,-2.363,0,3.76,0,,
2023-03-18 03:46:00,1670,-2.365,0,3.76,0,,
2023-03-18 03:47:00,1671,-2.363,0,3.76,0,,
2023-03-18 03:48:00,1672,-2.367,0,3.76,0,,
2023-03-18 03:49:00,1673,-2.363,0,3.76,0,,
2023-03-18 03:50:00,1674,-2.365,0,3.76,0,,
2023-03-18 03:51:00,1675,-2.363,0,3.76,0,,
2023-03-18 03:52:00,1676,-2.365,0,3.76,0,,
2023-03-18 03:53:00,1677,-2.362,0,3.76,0,,
2023-03-18 03:54:00,1678,-2.366,0,3.76,0,,
2023-03-18 03:55:00,1679,-2.363,0,3.76,0,,
2023-03-18 03:56:00,1680,-2.365,0,3.76,0,,
2023-03-18 03:57:00,1681,-2.362,0,3.76,0,,
2023-03-18 03:58:00,1682,-2.365,0,3.76,0,,
2023-03-18 03:59:00,1683,-2.362,0,3.76,0,,
2023-03-18 04:00:00,1684,-2.365,0,3.76,0,,
2023-03-18 04:01:00,1685,-2.363,0,3.76,0,,
2023-03-18 04:02:00,1686,-2.366,0,3.76,0,,
2023-03-18 04:03:00,1687,-2.363,0,3.76,0,,
2023-03-18 04:04:00,1688,-2.365,0,3.76,0,,
2023-03-18 04:05:00,1689,-2.363,0,3.76,0,,
2023-03-18 04:06:00,1690,-2.366,0,3.76,0,,
2023-03-18 04:07:00,1691,-2.363,0,3.76,0,,
2023-03-18 04:08:00,1692,-2.365,0,3.76,0,,
2023-03-18 04:09:00,1693,-2.363,0,3.76,0,,
2023-03-18 04:10:00,1694,-2.366,0,3.76,0,,
2023-03-18 04:11:00,1695,-2.362,0,3.76,0,,
2023-03-18 04:12:00,1696,-2.366,0,3.76,0,,
2023-03-18 04:13:00,1697,-2.362,0,3.76,0,,
2023-03-18 04:14:00,1698,-2.366,0,3.76,0,,
2023-03-18 04:15:00,1699,-2.363,0,3.76,0,,
2023-03-18 04:16:00,1700,-2.365,0,3.76,0,,
2023-03-18 04:17:00,1701,-2.362,0,3.76,0,,
2023-03-18 04:18:00,1702,-2.365,0,3.76,0,,
2023-03-18 04:19:00,1703,-2.362,0,3.76,0,,
2023-03-18 04:20:00,1704,-2.365,0,3.76,0,,
2023-03-18 04:21:00,1705,-2.363,0,3.76,0,,
2023-03-18 04:22:00,1706,-2.366,0,3.76,0,,
2023-03-18 04:23:00,1707,-2.362,0,3.76,0,,
2023-03-18 04:24:00,1708,-2.365,0,3.76,0,,
2023-03-18 04:25:00,1709,-2.363,0,3.76,0,,
2023-03-18 04:26:00,1710,-2.365,0,3.76,0,,
2023-03-18 04:27:00,1711,-2.363,0,3.76,0,,
2023-03-18 04:28:00,1712,-2.366,0,3.76,0,,
2023-03-18 04:29:00,1713,-2.363,0,3.76,0,,
2023-03-18 04:30:00,1714,-2.366,0,3.76,0,,
2023-03-18 04:31:00,1715,-2.362,0,3.76,0,,
2023-03-18 04:32:00,1716,-2.364,0,3.76,0,,
2023-03-18 04:33:00,1717,-2.363,0,3.76,0,,
2023-03-18 04:34:00,1718,-2.366,0,3.76,0,,
2023-03-18 04:35:00,1719,-2.363,0,3.76,0,,
2023-03-18 04:36:00,1720,-2.366,0,3.76,0,,
2023-03-18 04:37:00,1721,-2.363,0,3.76,0,,
2023-03-18 04:38:00,1722,-2.366,0,3.76,0,,
2023-03-18 04:39:00,1723,-2.362,0,3.76,0,,
2023-03-18 04:40:00,1724,-2.366,0,3.76,0,,
2023-03-18 04:41:00,1725,-2.363,0,3.76,0,,
2023-03-18 04:42:00,1726,-2.365,0,3.76,0,,
2023-03-18 04:43:00,1727,-2.364,0,3.76,0,,
2023-03-18 04:44:00,1728,-2.366,0,3.76,0,,
2023-03-18 04:45:00,1729,-2.363,0,3.76,0,,
2023-03-18 04:46:00,1730,-2.366,0,3.76,0,,
2023-03-18 04:47:00,1731,-2.362,0,3.76,0,,
2023-03-18 04:48:00,1732,-2.366,0,3.76,0,,
2023-03-18 04:49:00,1733,-2.363,0,3.76,0,,
2023-03-18 04:50:00,1734,-2.364,0,3.76,0,,
2023-03-18 04:51:00,1735,-2.363,0,3.76,0,,
2023-03-18 04:52:00,1736,-2.366,0,3.76,0,,
2023-03-18 04:53:00,1737,-2.362,0,3.76,0,,
2023-03-18 04:54:00,1738,-2.365,0,3.76,0,,
2023-03-18 04:55:00,1739,-2.363,0,3.76,0,,
2023-03-18 04:56:00,1740,-2.366,0,3.76,0,,
2023-03-18 04:57:00,1741,-2.363,0,3.76,0,,
2023-03-18 04:58:00,1742,-2.367,0,3.76,0,,
2023-03-18 04:59:00,1743,-2.363,0,3.76,0,,
2023-03-18 05:00:00,1744,-2.365,0,3.76,0,,
2023-03-18 05:01:00,1745,-2.363,0,3.76,0,,
2023-03-18 05:02:00,1746,-2.366,0,3.76,0,,
2023-03-18 05:03:00,1747,-2.363,0,3.76,0,,
2023-03-18 05:04:00,1748,-2.365,0,3.76,0,,
2023-03-18 05:05:00,1749,-2.363,0,3.76,0,,
2023-03-18 05:06:00,1750,-2.366,0,3.76,0,,
2023-03-18 05:07:00,1751,-2.363,0,3.76,0,,
2023-03-18 05:08:00,1752,-2.366,0,3.76,0,,
2023-03-18 05:09:00,1753,-2.363,0,3.76,0,,
2023-03-18 05:10:00,1754,-2.366,0,3.76,0,,
2023-03-18 05:11:00,1755,-2.363,0,3.76,0,,
2023-03-18 05:12:00,1756,-2.365,0,3.76,0,,
2023-03-18 05:13:00,1757,-2.362,0,3.76,0,,
2023-03-18 05:14:00,1758,-2.367,0,3.76,0,,
2023-03-18 05:15:00,1759,-2.363,0,3.76,0,,
2023-03-18 05:16:00,1760,-2.366,0,3.76,0,,
2023-03-18 05:17:00,1761,-2.363,0,3.76,0,,
2023-03-18 05:18:00,1762,-2.367,0,3.76,0,,
2023-03-18 05:19:00,1763,-2.363,0,3.76,0,,
2023-03-18 05:20:00,1764,-2.365,0,3.76,0,,
2023-03-18 05:21:00,1765,-2.364,0,3.76,0,,
